ID;Tipo de Requisitos;Tipo de Maquina;Tipo de Fabricante
97;Lubrificar a manga do cabeçote móvel (acessório);Fresadora Universal;KONE
98;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
99;Os elementos de fixação (solda, parafusos, rebites);Fresadora Universal;KONE
100;Faz a abertura e fechamento de maneira normal sem travamentos;Fresadora Universal;KONE
101;Mantém-se na posição aberta ou fechada;Fresadora Universal;KONE
102;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
103;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
104;A visibilidade (riscos, trincas);Fresadora Universal;KONE
105;Estão íntegros;Fresadora Universal;KONE
106;O correto funcionamento;Fresadora Universal;KONE
107;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
108;Condição geral quanto ao estado de conservação;Fresadora Universal;KONE
109;A máquina para quando é acionado;Fresadora Universal;KONE
110;Mantém-se retido quando acionado;Fresadora Universal;KONE
111;A identificação está visível;Fresadora Universal;KONE
112;O correto funcionamento;Fresadora Universal;KONE
113;A identificação está visível;Fresadora Universal;KONE
114;O correto funcionamento;Fresadora Universal;KONE
115;Condição geral quanto ao estado de conservação;Fresadora Universal;KONE
116;Condição geral quanto ao estado de conservação;Fresadora Universal;KONE
88;Pré-aquecer a máquina;Fresadora Universal;KONE
89;Verificar os níveis de óleo lubrificante;Fresadora Universal;KONE
90;Limpar filtros (tela) do tanque de fluído refrigerante;Fresadora Universal;KONE
91;Retirar excessos de cavacos da área de usinagem;Fresadora Universal;KONE
92;Lubrificar guias e barramento;Fresadora Universal;KONE
93;Inspecionar raspadores de cavacos;Fresadora Universal;KONE
94;Verificar vazamentos do sistema de refrigeração;Fresadora Universal;KONE
95;Limpar visor da porta;Fresadora Universal;KONE
96;Engraxar placa (consulte o manual da placa);Fresadora Universal;KONE
97;Lubrificar a manga do cabeçote móvel (acessório);Fresadora Universal;KONE
98;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
99;Os elementos de fixação (solda, parafusos, rebites);Fresadora Universal;KONE
100;Faz a abertura e fechamento de maneira normal sem travamentos;Fresadora Universal;KONE
101;Mantém-se na posição aberta ou fechada;Fresadora Universal;KONE
102;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
103;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
104;A visibilidade (riscos, trincas);Fresadora Universal;KONE
105;Estão íntegros;Fresadora Universal;KONE
106;O correto funcionamento;Fresadora Universal;KONE
107;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
108;Condição geral quanto ao estado de conservação;Fresadora Universal;KONE
109;A máquina para quando é acionado;Fresadora Universal;KONE
110;Mantém-se retido quando acionado;Fresadora Universal;KONE
111;A identificação está visível;Fresadora Universal;KONE
112;O correto funcionamento;Fresadora Universal;KONE
113;A identificação está visível;Fresadora Universal;KONE
114;O correto funcionamento;Fresadora Universal;KONE
115;Condição geral quanto ao estado de conservação;Fresadora Universal;KONE
116;Condição geral quanto ao estado de conservação;Fresadora Universal;KONE
30;Pré-aquecer a máquina;Torno Mecânico Universal;ROMI
31;Verificar os níveis de óleo lubrificante;Torno Mecânico Universal;ROMI
32;Limpar filtros (tela) do tanque de fluído refrigerante;Torno Mecânico Universal;ROMI
33;Retirar excessos de cavacos da área de usinagem;Torno Mecânico Universal;ROMI
34;Lubrificar guias e barramento;Torno Mecânico Universal;ROMI
35;Inspecionar raspadores de cavacos;Torno Mecânico Universal;ROMI
36;Verificar vazamentos do sistema de refrigeração;Torno Mecânico Universal;ROMI
37;Limpar visor da porta;Torno Mecânico Universal;ROMI
38;Engraxar placa (consulte o manual da placa);Torno Mecânico Universal;ROMI
39;Lubrificar a manga do cabeçote móvel (acessório);Torno Mecânico Universal;ROMI
40;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
41;Os elementos de fixação (solda, parafusos, rebites);Torno Mecânico Universal;ROMI
42;Faz a abertura e fechamento de maneira normal sem travamentos;Torno Mecânico Universal;ROMI
43;Mantém-se na posição aberta ou fechada;Torno Mecânico Universal;ROMI
44;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
45;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
46;A visibilidade (riscos, trincas);Torno Mecânico Universal;ROMI
47;Estão íntegros;Torno Mecânico Universal;ROMI
48;O correto funcionamento;Torno Mecânico Universal;ROMI
49;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
50;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
51;A máquina para quando é acionado;Torno Mecânico Universal;ROMI
52;Mantém-se retido quando acionado;Torno Mecânico Universal;ROMI
53;A identificação está visível;Torno Mecânico Universal;ROMI
54;O correto funcionamento;Torno Mecânico Universal;ROMI
55;A identificação está visível;Torno Mecânico Universal;ROMI
56;O correto funcionamento;Torno Mecânico Universal;ROMI
57;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
58;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
30;Pré-aquecer a máquina;Torno Mecânico Universal;ROMI
31;Verificar os níveis de óleo lubrificante;Torno Mecânico Universal;ROMI
32;Limpar filtros (tela) do tanque de fluído refrigerante;Torno Mecânico Universal;ROMI
33;Retirar excessos de cavacos da área de usinagem;Torno Mecânico Universal;ROMI
34;Lubrificar guias e barramento;Torno Mecânico Universal;ROMI
35;Inspecionar raspadores de cavacos;Torno Mecânico Universal;ROMI
36;Verificar vazamentos do sistema de refrigeração;Torno Mecânico Universal;ROMI
37;Limpar visor da porta;Torno Mecânico Universal;ROMI
38;Engraxar placa (consulte o manual da placa);Torno Mecânico Universal;ROMI
39;Lubrificar a manga do cabeçote móvel (acessório);Torno Mecânico Universal;ROMI
40;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
41;Os elementos de fixação (solda, parafusos, rebites);Torno Mecânico Universal;ROMI
42;Faz a abertura e fechamento de maneira normal sem travamentos;Torno Mecânico Universal;ROMI
43;Mantém-se na posição aberta ou fechada;Torno Mecânico Universal;ROMI
44;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
45;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
46;A visibilidade (riscos, trincas);Torno Mecânico Universal;ROMI
47;Estão íntegros;Torno Mecânico Universal;ROMI
48;O correto funcionamento;Torno Mecânico Universal;ROMI
49;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
50;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
51;A máquina para quando é acionado;Torno Mecânico Universal;ROMI
52;Mantém-se retido quando acionado;Torno Mecânico Universal;ROMI
53;A identificação está visível;Torno Mecânico Universal;ROMI
54;O correto funcionamento;Torno Mecânico Universal;ROMI
55;A identificação está visível;Torno Mecânico Universal;ROMI
56;O correto funcionamento;Torno Mecânico Universal;ROMI
57;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
58;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
30;Pré-aquecer a máquina;Torno Mecânico Universal;ROMI
31;Verificar os níveis de óleo lubrificante;Torno Mecânico Universal;ROMI
32;Limpar filtros (tela) do tanque de fluído refrigerante;Torno Mecânico Universal;ROMI
33;Retirar excessos de cavacos da área de usinagem;Torno Mecânico Universal;ROMI
34;Lubrificar guias e barramento;Torno Mecânico Universal;ROMI
35;Inspecionar raspadores de cavacos;Torno Mecânico Universal;ROMI
36;Verificar vazamentos do sistema de refrigeração;Torno Mecânico Universal;ROMI
37;Limpar visor da porta;Torno Mecânico Universal;ROMI
38;Engraxar placa (consulte o manual da placa);Torno Mecânico Universal;ROMI
39;Lubrificar a manga do cabeçote móvel (acessório);Torno Mecânico Universal;ROMI
40;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
41;Os elementos de fixação (solda, parafusos, rebites);Torno Mecânico Universal;ROMI
42;Faz a abertura e fechamento de maneira normal sem travamentos;Torno Mecânico Universal;ROMI
43;Mantém-se na posição aberta ou fechada;Torno Mecânico Universal;ROMI
44;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
45;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
46;A visibilidade (riscos, trincas);Torno Mecânico Universal;ROMI
47;Estão íntegros;Torno Mecânico Universal;ROMI
48;O correto funcionamento;Torno Mecânico Universal;ROMI
49;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
50;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
51;A máquina para quando é acionado;Torno Mecânico Universal;ROMI
52;Mantém-se retido quando acionado;Torno Mecânico Universal;ROMI
53;A identificação está visível;Torno Mecânico Universal;ROMI
54;O correto funcionamento;Torno Mecânico Universal;ROMI
55;A identificação está visível;Torno Mecânico Universal;ROMI
56;O correto funcionamento;Torno Mecânico Universal;ROMI
57;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
58;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
30;Pré-aquecer a máquina;Torno Mecânico Universal;ROMI
31;Verificar os níveis de óleo lubrificante;Torno Mecânico Universal;ROMI
32;Limpar filtros (tela) do tanque de fluído refrigerante;Torno Mecânico Universal;ROMI
33;Retirar excessos de cavacos da área de usinagem;Torno Mecânico Universal;ROMI
34;Lubrificar guias e barramento;Torno Mecânico Universal;ROMI
35;Inspecionar raspadores de cavacos;Torno Mecânico Universal;ROMI
36;Verificar vazamentos do sistema de refrigeração;Torno Mecânico Universal;ROMI
37;Limpar visor da porta;Torno Mecânico Universal;ROMI
38;Engraxar placa (consulte o manual da placa);Torno Mecânico Universal;ROMI
39;Lubrificar a manga do cabeçote móvel (acessório);Torno Mecânico Universal;ROMI
40;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
41;Os elementos de fixação (solda, parafusos, rebites);Torno Mecânico Universal;ROMI
42;Faz a abertura e fechamento de maneira normal sem travamentos;Torno Mecânico Universal;ROMI
43;Mantém-se na posição aberta ou fechada;Torno Mecânico Universal;ROMI
44;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
45;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
46;A visibilidade (riscos, trincas);Torno Mecânico Universal;ROMI
47;Estão íntegros;Torno Mecânico Universal;ROMI
48;O correto funcionamento;Torno Mecânico Universal;ROMI
49;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
50;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
51;A máquina para quando é acionado;Torno Mecânico Universal;ROMI
52;Mantém-se retido quando acionado;Torno Mecânico Universal;ROMI
53;A identificação está visível;Torno Mecânico Universal;ROMI
54;O correto funcionamento;Torno Mecânico Universal;ROMI
55;A identificação está visível;Torno Mecânico Universal;ROMI
56;O correto funcionamento;Torno Mecânico Universal;ROMI
57;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
58;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
30;Pré-aquecer a máquina;Torno Mecânico Universal;ROMI
31;Verificar os níveis de óleo lubrificante;Torno Mecânico Universal;ROMI
32;Limpar filtros (tela) do tanque de fluído refrigerante;Torno Mecânico Universal;ROMI
33;Retirar excessos de cavacos da área de usinagem;Torno Mecânico Universal;ROMI
34;Lubrificar guias e barramento;Torno Mecânico Universal;ROMI
35;Inspecionar raspadores de cavacos;Torno Mecânico Universal;ROMI
36;Verificar vazamentos do sistema de refrigeração;Torno Mecânico Universal;ROMI
37;Limpar visor da porta;Torno Mecânico Universal;ROMI
38;Engraxar placa (consulte o manual da placa);Torno Mecânico Universal;ROMI
39;Lubrificar a manga do cabeçote móvel (acessório);Torno Mecânico Universal;ROMI
40;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
41;Os elementos de fixação (solda, parafusos, rebites);Torno Mecânico Universal;ROMI
42;Faz a abertura e fechamento de maneira normal sem travamentos;Torno Mecânico Universal;ROMI
43;Mantém-se na posição aberta ou fechada;Torno Mecânico Universal;ROMI
44;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
45;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
46;A visibilidade (riscos, trincas);Torno Mecânico Universal;ROMI
47;Estão íntegros;Torno Mecânico Universal;ROMI
48;O correto funcionamento;Torno Mecânico Universal;ROMI
49;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
50;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
51;A máquina para quando é acionado;Torno Mecânico Universal;ROMI
52;Mantém-se retido quando acionado;Torno Mecânico Universal;ROMI
53;A identificação está visível;Torno Mecânico Universal;ROMI
54;O correto funcionamento;Torno Mecânico Universal;ROMI
55;A identificação está visível;Torno Mecânico Universal;ROMI
56;O correto funcionamento;Torno Mecânico Universal;ROMI
57;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
58;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
30;Pré-aquecer a máquina;Torno Mecânico Universal;ROMI
31;Verificar os níveis de óleo lubrificante;Torno Mecânico Universal;ROMI
32;Limpar filtros (tela) do tanque de fluído refrigerante;Torno Mecânico Universal;ROMI
33;Retirar excessos de cavacos da área de usinagem;Torno Mecânico Universal;ROMI
34;Lubrificar guias e barramento;Torno Mecânico Universal;ROMI
35;Inspecionar raspadores de cavacos;Torno Mecânico Universal;ROMI
36;Verificar vazamentos do sistema de refrigeração;Torno Mecânico Universal;ROMI
37;Limpar visor da porta;Torno Mecânico Universal;ROMI
38;Engraxar placa (consulte o manual da placa);Torno Mecânico Universal;ROMI
39;Lubrificar a manga do cabeçote móvel (acessório);Torno Mecânico Universal;ROMI
40;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
41;Os elementos de fixação (solda, parafusos, rebites);Torno Mecânico Universal;ROMI
42;Faz a abertura e fechamento de maneira normal sem travamentos;Torno Mecânico Universal;ROMI
43;Mantém-se na posição aberta ou fechada;Torno Mecânico Universal;ROMI
44;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
45;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
46;A visibilidade (riscos, trincas);Torno Mecânico Universal;ROMI
47;Estão íntegros;Torno Mecânico Universal;ROMI
48;O correto funcionamento;Torno Mecânico Universal;ROMI
